text,label
hardstuck noob,1
lol go back to minecraft,1
my team is holding me back bruh,1
dumb teammate!!!,1
add me,0
omg kill yourself,1
enjoyed that!,0
too easy bruh,1
game is over!!,1
carry performance <3,0
lol bot player,1
CARRY PERFORMANCE,0
nice try <3,0
trash player bruh,1
need backup!,0
lol do something,1
WATCH FLANK,0
push now,0
quit gaming,1
gg ez,1
omg go play mobile games,1
YOURE TERRIBLE,1
horrible teammate,1
nice play!!,0
omg cancer teammate,1
lol toxic trash,1
worst gamer bruh,1
hardstuck noob!!,1
play a different game lmao,1
anchor bruh,1
youre cracked,0
lol youre terrible,1
anyone have mic,0
potato aim bruh,1
back to lobby!,1
close match,0
again :),0
dominated!!,1
go play mobile games,1
stop feeding!!,1
afk reported!!,1
cant hit anything lmao,1
easy target,1
lol ff 15,1
ready check!!,0
good effort <3,0
diff!!!,1
thrower,1
do you have hands!!,1
lol did i ask,1
gap!!!,1
newb,1
trash player!!!,1
thrower!!!,1
stfu!!,1
ruining the match!,1
EVERYONE READY,0
you suck bruh,1
split up!!,0
GET OUT OF MY GAME,1
on to the next!!!,0
omg my team is holding me back,1
mvp!,0
omg go die,1
add me!!!,0
omg bot player,1
lets team up <3,0
FREE EXP,1
omg did i ask,1
omg leave the game,1
reported!!,1
omg easy target,1
lol nobody asked,1
omg get good,1
smooth game!,0
great vibes,0
lol hardstuck noob,1
omg always dying,1
NICE PLAY,0
unlucky <3,0
regroup!!!,0
good job!!!,0
uninstall life!!!,1
PUSH NOW,0
pepega bruh,1
learn from that one!!!,0
team diff bruh,1
enemy spotted,0
want to queue :),0
stay down!,1
imbecile lmao,1
youre an idiot,1
stop dying bruh,1
tough loss but gg :),0
diff!,1
TEAM DIFF,1
rage quit already!,1
good job,0
getting carried!!!,1
fun game!,0
that was fun <3,0
youre terrible!!,1
worst team ever lmao,1
deaf player,1
low iq plays bruh,1
nice try!,0
sick play!,0
USELESS TEAMMATES,1
low iq plays lmao,1
omg play a different game,1
bot player!!,1
anchor!!!,1
good playing with you :),0
ggwp <3,0
clutch play!!,0
throwing the game,1
bot player!!!,1
stop playing ranked!!!,1
inter,1
zero game sense bruh,1
uninstall life!!,1
good to go,0
perfect timing <3,0
GETTING CARRIED,1
best teammates!!,0
stop playing lmao,1
quit gaming!!,1
this game isnt for you,1
cant hit anything!!!,1
intentional feeding lmao,1
FF 15,1
casual bruh,1
good job!!,0
feed more!!!,1
get a life lmao,1
you are so bad at this game!!,1
anyone have mic!!!,0
loser bruh,1
lol you are so bad at this game,1
WHICH SITE,0
GOOD EFFORT,0
omg griefer,1
no brain!!,1
THANKS FOR NOTHING,1
griefer!,1
braindead bruh,1
omg worst team ever,1
bad at everything!,1
bot diff bruh,1
omg free exp,1
youre useless!,1
lol play a different game,1
insane shot <3,0
gl!!!,0
dog water lmao,1
go die!!!,1
nice shot!!!,0
deadweight bruh,1
omg end yourself,1
add me :),0
YOURE A JOKE,1
afk reported,1
good attitude,0
TOXIC TRASH,1
its okay!,0
back to lobby!!,1
no brain!,1
terrible player!!,1
support diff bruh,1
stay positive!,0
omg do something,1
youre garbage!!,1
uninstall the game lmao,1
destroyed!,1
are you even trying,1
lol inter,1
WHY ARE YOU STILL HERE,1
lol terrible player,1
get good!!!,1
outplayed hard!!,1
almost had them :),0
stay positive!!,0
omg keep dying,1
shake it off :),0
omg newb,1
fall back <3,0
better luck next game <3,0
so close <3,0
cant do anything right bruh,1
GREAT VIBES,0
moron!,1
nice rotation!!,0
stop dying,1
nice shot genius,1
nice shot genius!!!,1
focus target!!!,0
keep it up <3,0
WHAT ROLE,0
go die bruh,1
moron!!!,1
destroyed lmao,1
lol learn to play,1
delete the game,1
carry performance,0
feeder!!,1
lol uninstall life,1
YOU ARE TRASH,1
go touch grass bruh,1
lol youre a liability,1
omg quit gaming,1
sick play :),0
toxic trash!!,1
omg you are so bad at this game,1
dont get up!,1
disconnect please!,1
lol amazing teammate,1
youre an idiot!!,1
go back to tutorial!,1
nice combo :),0
omg how are you this bad,1
omg stupid player,1
really carrying us bruh,1
braindead!!!,1
potato aim lmao,1
TOP DIFF,1
WE GOT THIS,0
bad at everything bruh,1
LEAVE THE GAME,1
omg impressive gameplay there,1
keep dying!!,1
terrible player bruh,1
push now :),0
stupid player!!,1
FEEDER,1
omg no brain,1
lol get a life,1
want to queue!!,0
inter!,1
want to queue!!!,0
enjoy the ban,1
nice shot!!,0
really carrying us!!,1
THAT WAS FUN,0
you are trash lmao,1
close match!,0
youre so bad!,1
kys,1
nice feeding!,1
watch flank,0
FREE KILL,1
omg worst gamer,1
dumb teammate bruh,1
nice teamwork!!!,0
NICE FEEDING,1
THIS GAME ISNT FOR YOU,1
stomp,1
one shot,0
stop playing ranked!,1
worst player ever lmao,1
youre boosted bruh,1
missed every shot lmao,1
omg go back to tutorial,1
lol griefer,1
lol youre garbage,1
bad at everything lmao,1
run it back!!!,0
glhf :),0
worst aim ever!!,1
bot player!,1
worst team ever bruh,1
leave the game!!!,1
hardstuck noob lmao,1
learn to play bruh,1
wp!!,0
rematch!,0
GRIEFER,1
regroup :),0
HARD FOUGHT,0
game is over!,1
blind player!!,1
lol smooth brain player,1
quit the game bruh,1
lol embarrassing,1
that was fun!!!,0
stick to single player!!,1
do something bruh,1
well played,0
omg youre so bad,1
feed more!,1
disconnect please!!!,1
waste of space bruh,1
THANKS FOR THE CARRY,0
how are you this bad!!,1
pathetic!,1
learn to play!,1
RUINING THE MATCH,1
GREAT GAME EVERYONE,0
thanks for the carry,0
owned lmao,1
gap,1
quit the game!!,1
everyone ready!!,0
what role :),0
good positioning <3,0
aids player lmao,1
game is over bruh,1
STFU,1
BRAINDEAD,1
WANT TO QUEUE,0
pepega lmao,1
quit the game lmao,1
free exp!!,1
youre boosted,1
attack together!!!,0
omg kys,1
smooth brain player lmao,1
great teamwork!!!,0
smooth game!!,0
youre so bad!!!,1
low health!!,0
delete the game lmao,1
perfect timing!!,0
what role!!,0
omg embarrassing,1
lol quit gaming,1
close match!!,0
party up!,0
you are so bad at this game,1
great teamwork!!,0
what a pro!!,1
CLEARLY BOOSTED,1
gg!,0
GET GOOD,1
awesome game :),0
KILL YOURSELF,1
good callout!,0
amazing teammate!,1
free exp!,1
lol tumor on the team,1
well played!!!,0
you played well!,0
READY CHECK,0
well deserved win!,0
nobody asked bruh,1
shut up lmao,1
nice play!!!,0
unlucky,0
lol how are you this bad,1
end yourself!!!,1
that was fun!,0
omg get out of my game,1
omg destroyed,1
you are trash bruh,1
trash player,1
this game isnt for you lmao,1
keep it up!!!,0
sit down!,1
omg zero game sense,1
ARE YOU EVEN TRYING,1
doing so much damage bruh,1
imbecile!!!,1
mvp,0
mid diff bruh,1
on to the next :),0
one more!,0
lol stay down,1
lol sit down,1
defend here :),0
nice teamwork!,0
youre terrible,1
embarrassing bruh,1
never play again lmao,1
low iq plays!!,1
go back to minecraft,1
stfu!,1
we got this!!,0
useless teammates bruh,1
gap lmao,1
cancer teammate!!!,1
GGWP,0
LOSER,1
NICE TEAMWORK,0
owned,1
omg support diff,1
surrender vote!!!,1
casual lmao,1
WASTE OF A TEAMMATE,1
worst player ever!!!,1
go play mobile games!!!,1
waste of space!,1
inter bruh,1
not even close!!!,1
omg stop playing,1
hope you lose every game!!!,1
all good :),0
good effort!!!,0
worst gamer!!,1
top diff!,1
lol nice shot genius,1
imbecile!!,1
KYS,1
feed more,1
good playing with you!!!,0
dumb teammate lmao,1
open mid!!!,1
just leave,1
waste of space lmao,1
do something!!,1
wow great play,1
omg open mid,1
good playing with you!!,0
well deserved win,0
close one!!,0
push now!!!,0
hf!!!,0
good try team!!!,0
FOCUS TARGET,0
lol quit the game,1
keep it up,0
well deserved win!!!,0
stop dying!!,1
free exp lmao,1
split up,0
OUTPLAYED HARD,1
brilliant strategy <3,0
everyone ready <3,0
destroyed!!,1
go back to minecraft!!,1
omg learn to play,1
gg ez!,1
why are you still here!!!,1
awesome game,0
lol kys,1
fun game!!!,0
you are trash!!,1
omg hardstuck noob,1
mid diff lmao,1
cant carry this team lmao,1
CANT CARRY THIS TEAM,1
get out of my game!!!,1
FEED MORE,1
next time!!!,0
glhf <3,0
stomp bruh,1
tryhard loser,1
POSITIVE ENERGY,0
lol stupid player,1
shut up bruh,1
omg playing with bots,1
omg terrible player,1
worst team ever!!,1
go play something else,1
perfect execution <3,0
omg noob,1
solid defense <3,0
great rotation :),0
shake it off!,0
i hate you!!!,1
DEAF PLAYER,1
omg walking gold bag,1
top diff lmao,1
worst player ever!,1
CLOSE MATCH,0
quit gaming!,1
youre so bad,1
blind player!!!,1
not even close bruh,1
go back to fortnite!,1
KEEP IT UP,0
which site!,0
perfect execution :),0
impressive gameplay there!!!,1
bot diff!!,1
QUIT THE GAME,1
NEXT TIME,0
do something,1
tryhard loser lmao,1
casual!!!,1
ALMOST HAD THEM,0
what strat <3,0
GOOD LUCK HAVE FUN,0
lol youre an idiot,1
split up!!!,0
free win,1
DELETE THE GAME,1
GL,0
get rekt!,1
we can win!!,0
leave the game!,1
ff 15,1
great communication!,0
omg blind player,1
good to go!,0
not even close,1
gl!!,0
outplayed hard!,1
shake it off!!!,0
team diff!!,1
lol scrub,1
ff 15 bruh,1
impressive gameplay there bruh,1
nice shot genius lmao,1
trolling!,1
cancer teammate!!,1
go die,1
braindead,1
waste of space!!,1
nice communication <3,0
ONE SHOT,0
bot diff!!!,1
solid defense :),0
goated,0
LOW HEALTH,0
omg cant carry this team,1
stomp!!,1
thanks for nothing!!,1
stop playing ranked,1
rematch :),0
INTENTIONAL FEEDING,1
support diff lmao,1
gg ez!!!,1
good try team,0
gg!!,0
well played!,0
go back to minecraft bruh,1
ff 15!,1
amazing teammate!!!,1
keep it up!,0
so close :),0
great rotation!!!,0
go back to minecraft!,1
bot player bruh,1
FUN TO PLAY WITH,0
ENJOYED THAT,0
this game isnt for you!!!,1
awesome game <3,0
cant do anything right!!,1
lol waste of space,1
quit gaming lmao,1
cringe player!!!,1
pepega!!,1
learn to play!!,1
lol outplayed hard,1
embarrassing!!,1
stfu bruh,1
great rotation,0
lol deaf player,1
omg wow great play,1
lets do this <3,0
one shot!!,0
lets team up,0
ITS OKAY,0
AFK REPORTED,1
omg you are trash,1
you suck,1
go play mobile games bruh,1
what strat!,0
zero game sense,1
dog water bruh,1
thanks for the carry!,0
horrible teammate lmao,1
worst player ever,1
lets team up :),0
lol go die,1
better luck next game,0
great rotation!,0
lol just end,1
lets play again!!!,0
on my way <3,0
waste of a teammate,1
cant hit anything!,1
GAP,1
cringe player lmao,1
always dying!!!,1
kill yourself,1
aids player!!!,1
BETTER LUCK NEXT GAME,0
defend here <3,0
uninstall life bruh,1
split up :),0
bad at everything!!!,1
omg who asked,1
what a pro,1
ggwp :),0
nice try :),0
good luck have fun <3,0
get out of my game lmao,1
earned that one!!,0
reported!!!,1
stop playing ranked lmao,1
did i ask!!,1
best teammates!,0
dont give up!,0
open mid lmao,1
ENJOY THE BAN,1
best teammates <3,0
get good bruh,1
this game isnt for you!,1
party up!!!,0
best teammates :),0
cancer teammate lmao,1
casual!!,1
omg stay down,1
quit the game!,1
we can win,0
youre terrible!,1
nobody asked,1
lol free kill,1
love this team :),0
thanks for nothing!!!,1
free win!!,1
nice feeding,1
nice play :),0
HERE WE GO,0
here we go,0
KEEP DYING,1
end yourself lmao,1
low health <3,0
LETS PLAY AGAIN,0
brilliant strategy :),0
SMOOTH GAME,0
lol end yourself,1
SO CLOSE,0
lol this game isnt for you,1
GOOD GAME,0
do you have hands lmao,1
worst team ever!!!,1
need backup!!,0
lol low iq plays,1
youre an idiot!,1
perfect execution,0
wow great play!!!,1
stop feeding!,1
omg youre useless,1
omg 1v9,1
tumor on the team!!,1
tough loss but gg,0
embarrassing,1
RUN IT BACK,0
lol aids player,1
dominated!!!,1
not even close lmao,1
solid defense!,0
omg diff,1
stop feeding bruh,1
uninstall the game!!!,1
lol dumb teammate,1
fun to play with!,0
stay down bruh,1
omg trash player,1
we can win :),0
THROWER,1
omg youre an idiot,1
youre a joke bruh,1
lol noob,1
ZERO GAME SENSE,1
team diff!,1
owned!!,1
regroup <3,0
1v9!!,1
surrender vote!!,1
mvp!!,0
youre so bad!!,1
1v9,1
thanks for nothing bruh,1
impressive gameplay there!!,1
FALL BACK,0
trash player!!,1
hope you lose every game!!,1
clearly boosted!,1
unwinnable lmao,1
free exp,1
next time,0
do you have hands,1
WHAT A PRO,1
smooth brain player!!,1
smooth game <3,0
just leave lmao,1
ruining the match!!!,1
walking gold bag!!,1
NEVER PLAY AGAIN,1
stomp lmao,1
back to lobby bruh,1
lol worst team ever,1
sit down,1
SCRUB,1
DONT GIVE UP,0
THROWING THE GAME,1
omg mid diff,1
lets do this,0
diff!!,1
disconnect please,1
mvp!!!,0
tryhard loser bruh,1
go touch grass!!,1
nice combo!,0
happens to everyone <3,0
1v9!!!,1
run it back!,0
omg top diff,1
omg just leave,1
stop playing ranked bruh,1
good game,0
waste of a teammate!,1
ready check,0
DOING SO MUCH DAMAGE,1
dont give up!!!,0
perfect timing :),0
go play something else!,1
youre boosted!,1
i hate you bruh,1
who wants to lead :),0
nice rotation!,0
BEST TEAMMATES,0
lol go touch grass,1
imbecile,1
omg pepega,1
omg i hate you,1
cant carry this team bruh,1
get out of my game!!,1
go play mobile games!,1
GO BACK TO TUTORIAL,1
lol worst gamer,1
GO BACK TO MINECRAFT,1
UNWINNABLE,1
go back to fortnite!!,1
tumor on the team bruh,1
get rekt!!!,1
JUNGLE DIFF,1
you are so bad at this game!!!,1
we will get them next time!,0
my team is holding me back!!!,1
nice play,0
good to go :),0
pepega!,1
on my way!!!,0
reported,1
embarrassing!,1
my team is holding me back!!,1
really carrying us lmao,1
positive energy!,0
play a different game,1
kill yourself lmao,1
ALL GOOD,0
omg youre a liability,1
be useful for once lmao,1
one more!!!,0
omg deadweight,1
lol are you even trying,1
lol top diff,1
omg stomp,1
omg intentional feeding,1
shake it off,0
so close!,0
lol go back to tutorial,1
again!!!,0
uninstall life lmao,1
great communication!!!,0
lol go play something else,1
terrible player,1
clearly boosted bruh,1
lol support diff,1
noob!,1
open mid bruh,1
lol i hate you,1
nobody asked!!,1
omg tryhard loser,1
attack together!!,0
lol anchor,1
UNINSTALL THE GAME,1
end yourself,1
delete the game bruh,1
EARNED THAT ONE,0
useless teammates!,1
hard fought!!!,0
get out of my game bruh,1
feeder!,1
who asked!,1
gap!,1
WELL DESERVED WIN,0
FUN GAME,0
inter lmao,1
aids player!,1
its okay :),0
best teammates,0
thanks for nothing,1
not even close!,1
smooth brain player!,1
WP,0
always dying!!,1
jungle diff!,1
JUST LEAVE,1
lol cant do anything right,1
scrub!!,1
DO YOU HAVE HANDS,1
happens to everyone!!!,0
omg surrender vote,1
so close,0
omg this game isnt for you,1
trash player lmao,1
toxic trash!!!,1
solid defense!!,0
END YOURSELF,1
reset mental!,0
enemy spotted!!,0
intentional feeding!,1
omg throwing the game,1
youre cracked!,0
solid defense!!!,0
youre terrible bruh,1
HARDSTUCK NOOB,1
lol youre useless,1
DONT GET UP,1
good attitude!!,0
cant carry this team,1
just end bruh,1
low iq plays,1
CANT HIT ANYTHING,1
lol mid diff,1
unwinnable!,1
hope you lose every game lmao,1
diff lmao,1
enjoy the ban!!,1
worst aim ever,1
youre a liability!!!,1
CASUAL,1
worst gamer!!!,1
free kill,1
omg so helpful,1
close one!!!,0
run it back :),0
focus target!!,0
stop feeding!!!,1
BAD AT EVERYTHING,1
omg thanks for nothing,1
noob bruh,1
do you have hands!!!,1
DOMINATED,1
omg free win,1
omg youre terrible,1
hf!!,0
REALLY CARRYING US,1
good attitude :),0
griefer lmao,1
gl,0
GO DIE,1
watch flank <3,0
earned that one :),0
playing with bots!,1
what role,0
gg,0
lol surrender vote,1
perfect execution!,0
free kill!!!,1
we can win!,0
lol leave the game,1
low health,0
no brain,1
uninstall the game bruh,1
close one <3,0
NICE FLANK,0
lol pathetic,1
positive energy,0
horrible teammate!,1
no brain!!!,1
WORST PLAYER EVER,1
good effort,0
cancer teammate!,1
AMAZING TEAMMATE,1
bad at everything!!,1
NOOB,1
rematch!!,0
surrender vote,1
good attitude!,0
end yourself!!,1
so helpful!!,1
get a life,1
everyone ready!!!,0
get rekt!!,1
bot diff lmao,1
always dying!,1
one shot <3,0
glhf!,0
ON MY WAY,0
positive energy!!!,0
you suck!!!,1
on to the next!!,0
leave the game bruh,1
GOOD JOB,0
omg do you have hands,1
its okay!!!,0
surrender vote!,1
SICK PLAY,0
omg too easy,1
get out of my game!,1
NICE SAVE,0
perfect execution!!,0
go back to fortnite!!!,1
again!,0
team diff!!!,1
good playing with you!,0
are you even trying bruh,1
youre so bad bruh,1
hard fought!,0
lol tryhard loser,1
MID DIFF,1
dominated bruh,1
LOW IQ PLAYS,1
party up,0
how are you this bad!!!,1
lol nice feeding,1
nice feeding!!,1
nice rotation!!!,0
nice try!!!,0
TROLLING,1
toxic trash lmao,1
on my way :),0
good effort!!,0
top diff,1
go back to tutorial bruh,1
omg are you even trying,1
omg nobody asked,1
bot diff!,1
potato aim,1
love this team,0
next time!!,0
nice communication!!,0
cringe player!,1
quit the game!!!,1
who wants to lead <3,0
omg go back to fortnite,1
perfect execution!!!,0
toxic trash!,1
great rotation!!,0
PEPEGA,1
we can win!!!,0
omg feed more,1
regroup!!,0
nice flank!!!,0
GET A LIFE,1
hard fought :),0
fall back,0
scrub!,1
well deserved win!!,0
nice save <3,0
are you even trying!,1
hf!,0
attack together <3,0
WORST GAMER,1
best teammates!!!,0
go die!,1
good callout!!,0
worst aim ever lmao,1
top diff!!!,1
lol enjoy the ban,1
one more <3,0
cant hit anything bruh,1
lol easy target,1
TUMOR ON THE TEAM,1
nobody asked!!!,1
lol youre boosted,1
missed every shot!!!,1
omg go play something else,1
feed more bruh,1
nice save :),0
good effort!,0
no worries,0
PERFECT EXECUTION,0
BOT DIFF,1
happens to everyone!!,0
youre cracked!!,0
this game isnt for you bruh,1
GOOD TRY TEAM,0
get a life!,1
YOU ARE SO BAD AT THIS GAME,1
lol hope you lose every game,1
we can win <3,0
back to lobby!!!,1
better luck next game!,0
good luck have fun!,0
earned that one <3,0
mid diff!,1
amazing play!!!,0
WE CAN WIN,0
good positioning!!!,0
go die lmao,1
kill yourself bruh,1
outplayed hard lmao,1
anchor!,1
i hate you,1
feed more!!,1
great game everyone!!,0
omg never play again,1
dont get up!!!,1
goated :),0
just end,1
TRASH PLAYER,1
lol bad at everything,1
cant do anything right!!!,1
well played <3,0
anyone have mic!,0
glhf!!!,0
happens to everyone :),0
do something!!!,1
love this team!,0
fun to play with!!,0
stay positive <3,0
omg amazing teammate,1
leave the game!!,1
nice play!,0
great communication,0
SHAKE IT OFF,0
too easy!!!,1
so helpful lmao,1
griefer,1
almost had them <3,0
YOURE CRACKED,0
again <3,0
lol youre so bad,1
playing with bots!!,1
lol throwing the game,1
stick to single player bruh,1
NICE SHOT,0
party up <3,0
wow great play!!,1
missed every shot bruh,1
lol stfu,1
go play mobile games lmao,1
NOBODY ASKED,1
reset mental <3,0
nice shot genius!,1
nice shot!,0
surrender vote lmao,1
lets play again!!,0
fun game <3,0
better luck next game :),0
disconnect please!!,1
insane shot!,0
omg casual,1
lol rage quit already,1
want to queue!,0
missed every shot!,1
good to go!!,0
good callout :),0
shut up,1
did i ask!!!,1
good effort :),0
stfu!!!,1
good luck have fun!!!,0
SUPPORT DIFF,1
well played :),0
focus target :),0
bot diff,1
be useful for once bruh,1
YOURE GARBAGE,1
which site :),0
TOO EASY,1
scrub lmao,1
SHUT UP,1
omg aids player,1
just leave bruh,1
lol really carrying us,1
lol go back to fortnite,1
youre an idiot!!!,1
1v9 bruh,1
stay down lmao,1
lol cringe player,1
lol why are you still here,1
lol unwinnable,1
ATTACK TOGETHER,0
missed every shot!!,1
do you have hands bruh,1
you played well :),0
never play again,1
good game!!,0
jungle diff!!!,1
playing with bots!!!,1
awesome game!!!,0
push now!!,0
omg delete the game,1
RAGE QUIT ALREADY,1
great game everyone!,0
horrible teammate!!!,1
learn from that one :),0
be useful for once!!!,1
anyone have mic :),0
omg braindead,1
which site!!!,0
afk reported lmao,1
YOU SUCK,1
what strat!!!,0
omg get a life,1
glhf!!,0
omg sit down,1
enjoyed that!!,0
throwing the game!!!,1
cant hit anything,1
PERFECT TIMING,0
just end!!,1
who wants to lead!!!,0
doing so much damage!,1
noob lmao,1
cancer teammate,1
uninstall the game!!,1
loser,1
lol too easy,1
SURRENDER VOTE,1
get rekt,1
ggwp!!!,0
tumor on the team!!!,1
next time <3,0
hardstuck noob!!!,1
LEARN FROM THAT ONE,0
great game everyone <3,0
getting carried lmao,1
lol destroyed,1
omg loser,1
amazing play,0
STAY POSITIVE,0
impressive gameplay there lmao,1
lol jungle diff,1
omg back to lobby,1
lol stick to single player,1
